koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_quarters,koi_bin_oedp_sig,koi_model_dof,koi_model_chisq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
CANDIDATE,CANDIDATE,309.25581,136.2248,2454969.225,0.0,,0.2875,10.72,,421.4,0.018899,1.97511,2.18,0.9158,89.95,287.0,1.61,215.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2931,0.3496,,,9.9,1,,,,,,,6060.0,4.419,0.0,1.057,1.067,,291.7005,37.843731,14.205,14.673,14.15,14.005,13.935,13.086,12.756,12.701,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,2.44232399,133.53724,2454966.537,0.0,,0.303,1.921,,229.0,0.013601,2.64797,1.1,0.0319,88.15,1029.0,264.82,9.42,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1142,0.6188,3.284608,12.627894,14.1,1,543.0,1.0,11111111111111111000000000000000,0.6813,,,4849.0,4.561,-0.08,0.738,0.723,,291.51819,47.139301,15.849,16.698,15.773,15.486,15.25,14.248,13.655,13.618,0.0,19.434563,47.1399,0.6,2.2,-0.00013,-0.0005,-0.78,-1.77,1.94,-0.75,-1.91,2.06
CANDIDATE,CANDIDATE,42.1003351,143.02827,2454976.028,0.0,,0.88,1.0834,,214.0,0.015845,36.55247,1.42,0.2298,89.67,466.0,11.17,150.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,4.2018538,13.519419,13.9,1,33.0,1.0,11111111111111111000000000000000,0.0367,,,5595.0,4.57,-0.14,0.82,0.917,,282.12888,44.303162,11.965,12.463,11.941,11.752,11.682,10.781,10.426,10.353,0.001,18.80856,44.30276,-1.21,-1.44,0.00025,0.00019,-0.76,0.88,1.16,-0.78,0.45,0.9
CANDIDATE,CANDIDATE,1.182862515,131.97137,2454964.971,0.0,,0.284,2.928,,22.3,0.004368,0.3795,1.26,0.0237,84.63,2800.0,14544.87,3.039,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2957,0.3329,5.007085,13.442885,16.5,1,1132.0,1.0,11111111111111111000000000000000,0.4668,,,6017.0,3.699,-0.38,2.639,1.269,,283.85291,45.48526,12.638,13.047,12.573,12.464,,11.648,11.401,11.356,0.168,18.923522,45.48509,-0.21,-0.62,8e-06,1.3e-05,-1.08,0.88,1.39,-1.03,0.93,1.38
CANDIDATE,CANDIDATE,4.4408541,135.2744,2454968.274,0.0,,0.005,8.083,,33.9,0.005195,0.07412,1.74,0.0588,89.93,1642.0,1719.2,4.26,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2079,0.4949,2.9591436,8.002512,12.0,2,302.0,2.0,11111111111111111000000000000000,0.7413,,,5159.0,3.604,-0.04,3.062,1.373,,293.79684,45.160728,13.263,14.01,13.204,12.943,12.773,11.718,11.249,11.136,0.062,19.586445,45.16114,-0.4,1.5,1.9e-05,-4.5e-05,0.16,-0.18,0.24,0.2,-0.11,0.2
CANDIDATE,CANDIDATE,1.8679943,133.22986,2454966.23,0.0,,0.173,1.087,,73.4,0.007812,12.03987,0.7,0.0286,89.24,1291.0,658.77,13.05,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,4.2742686,7.4732122,10.0,1,717.0,1.0,11111111111111111000000000000000,0.8113,,,5487.0,4.568,-0.08,0.815,0.899,,290.88486,39.115921,14.185,14.763,14.13,13.937,13.836,13.044,12.614,12.554,0.104,19.392265,39.11585,-2.5,-0.3,0.000148,1e-05,-0.01,0.17,0.17,-0.42,0.15,0.44
CANDIDATE,CANDIDATE,8.9172863,139.6051,2454972.605,0.0,,0.062,4.468,,196.3,0.012876,0.87317,1.39,0.0853,89.77,931.0,177.84,15.43,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3032,0.3147,3.8328545,11.470666,7.2,1,117.0,1.0,11111101110111011000000000000000,0.3984,,,6210.0,4.467,-0.24,0.986,1.035,,296.896,48.04726,14.671,15.087,14.622,14.492,14.408,13.556,13.245,13.224,0.011,19.793092,48.04679,0.9,-1.7,-0.00015,0.00022,-2.28,-0.71,2.38,-2.33,-0.71,2.43
CANDIDATE,CANDIDATE,1.33807075,132.34756,2454965.348,0.0,,0.003,1.425,,20.2,0.004143,3.98392,0.6,0.0257,89.97,2008.0,3844.97,7.22,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3022,0.3344,3.9515548,10.939487,8.5,1,995.0,1.0,11111111111111111000000000000000,0.9835,,,6355.0,4.299,0.16,1.319,1.269,,301.15656,44.379532,11.179,11.502,11.157,11.04,11.054,10.15,9.881,9.778,0.0,20.077016,44.38003,-3.4,1.8,5.5e-05,-3.5e-05,-2.4,1.09,2.6,-2.3,0.81,2.4
CANDIDATE,CANDIDATE,17.3731821,138.28747,2454971.287,0.0,,0.227,3.36,,71.7,0.007795,3.6564,1.31,0.141,89.66,901.0,155.73,38.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3052,0.3236,4.438975,12.474595,14.0,1,75.0,1.0,11111111111111111000000000000000,0.5682,,,6180.0,4.155,0.07,1.54,1.237,,294.20984,46.479969,12.677,13.036,12.648,12.523,12.474,11.659,11.377,11.311,0.626,19.613985,46.48002,-0.15,0.19,2.7e-05,-2.6e-05,-0.16,-0.03,0.16,-0.14,-0.15,0.2
CANDIDATE,CANDIDATE,1.97507424,132.3567,2454965.357,0.0,,0.152,2.61,,130.5,0.010488,0.94859,1.08,0.0311,88.5,1477.0,1122.82,5.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2916,0.3447,3.4642088,13.747099,15.0,1,570.0,1.0,00011111111111111000000000000000,0.4112,,,6065.0,4.495,-0.18,0.947,1.022,,296.81158,41.51569,15.276,15.779,15.236,15.061,14.965,14.051,13.774,13.74,0.009,19.787408,41.51514,-1.21,-1.98,0.00017,0.00013,0.2,0.47,0.51,0.34,0.18,0.38
CANDIDATE,CANDIDATE,3.3879165,133.93645,2454966.936,0.0,,0.117,1.818,,78.6,0.008048,4.7871,1.09,0.0442,89.53,1336.0,750.6,14.27,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2638,0.4046,3.520076,9.56524,10.4,1,400.0,1.0,11111111111111111000000000000000,0.8129,,,5702.0,4.247,0.14,1.245,0.997,,293.28015,46.560089,14.491,14.962,14.447,14.289,14.226,13.389,13.035,13.087,0.099,19.552069,46.56025,2.2,0.6,-0.000143,3e-05,0.45,0.43,0.62,0.59,0.32,0.67
CANDIDATE,CANDIDATE,58.7488629,172.65025,2455005.65,0.0,,0.186,3.191,,473.6,0.019865,15.37282,1.75,0.2696,89.92,425.0,7.7,141.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,5.4182825,11.594376,13.6,1,24.0,1.0,11111111111111111000000000000000,0.7991,,,5574.0,4.505,-0.5,0.805,0.756,,290.77655,47.64843,14.122,14.651,14.073,13.896,13.779,12.829,12.482,12.364,0.108,19.385119,47.64852,0.59,0.33,0.00017,0.00029,-1.03,-0.47,1.13,0.16,0.55,0.58
CANDIDATE,CANDIDATE,64.740274,149.9922,2454982.992,0.0,,0.74,15.082,,113.1,0.010514,0.05202,1.35,0.3077,88.12,518.0,16.96,22.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,4.0775084,8.666167,16.4,2,22.0,1.0,11111111111111111000000000000000,0.0642,,,5999.0,4.263,-0.32,1.177,0.926,,286.77313,39.277531,13.219,13.679,13.177,13.022,12.961,12.094,11.843,11.72,0.251,19.118231,39.27762,0.89,0.31,-9e-05,-4e-05,-0.56,-1.04,1.18,-0.6,-1.08,1.23
CANDIDATE,CANDIDATE,5.38299284,136.239,2454969.239,0.0,,0.417,3.336,,35.1,0.005534,0.94191,0.78,0.0627,87.88,1253.0,582.98,11.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3029,0.3239,4.567354,9.382807,10.7,1,249.0,1.0,11111111111111111000000000000000,0.6291,,,6256.0,4.27,-0.02,1.293,1.135,,299.09537,43.439098,12.642,12.986,12.581,12.494,12.47,11.578,11.444,11.347,0.169,19.939655,43.43916,-1.4,0.23,5.5e-05,2e-06,0.31,-1.1,1.14,0.23,-1.14,1.16
CANDIDATE,CANDIDATE,2.0481582,132.17679,2454965.177,0.0,,0.179,1.899,,183.3,0.012387,2.51734,1.16,0.0311,88.76,1346.0,773.92,8.234,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,3.052196,9.955481,11.7,1,549.0,1.0,00011111111111111000000000000000,0.0837,,,5799.0,4.548,-0.16,0.86,0.955,,292.02621,41.984119,15.98,16.551,15.94,15.735,15.647,14.698,14.309,14.294,0.068,19.468393,41.98423,-0.9,0.38,-0.00025,-0.00011,10.1,1.94,10.3,0.8,-0.07,0.8
CANDIDATE,CANDIDATE,14.7179342,135.6498,2454968.65,0.0,,0.704,5.844,,132.3,0.011244,0.23935,1.25,0.12,87.12,784.0,89.3,13.99,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,3.4797113,10.768475,12.7,1,92.0,1.0,11111111111111111000000000000000,0.3661,,,6102.0,4.449,-0.06,1.018,1.058,,295.09201,49.940079,14.654,15.111,14.605,14.458,14.425,13.498,13.207,13.145,0.199,19.672773,49.9397,-0.9,-1.4,0.00013,0.00015,0.56,0.6,0.81,0.51,0.5,0.72
CANDIDATE,CANDIDATE,19.2527652,144.2659,2454977.266,0.0,,0.028,4.862,,138.5,0.010815,1.45857,1.24,0.1454,89.95,740.0,71.04,30.57,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,3.841056,9.532886,10.8,1,69.0,1.0,11111111111111111000000000000000,0.2121,,,6258.0,4.442,-0.12,1.046,1.102,,288.70859,46.018188,14.851,15.25,14.797,14.68,14.633,13.759,13.452,13.397,0.138,19.247204,46.01791,-1.4,-1.0,0.00021,0.00013,0.4,-0.07,0.4,0.5,0.03,0.5
CANDIDATE,CANDIDATE,219.20579,327.891,2455160.891,0.0,,0.517,14.5,,207.8,0.01367,0.40195,2.66,0.8176,89.71,456.0,10.18,100.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3384,0.251,4.5428963,7.12847,15.2,1,4.0,1.0,11111011101110111000000000000000,0.5578,,,6990.0,4.115,0.06,1.785,1.515,,295.31512,39.141048,12.449,12.955,12.396,12.232,,11.825,11.665,11.639,0.453,19.68767,39.14133,-0.2,1.0,4e-05,-0.00016,-0.08,-2.8,2.8,-0.08,-2.7,2.7
CANDIDATE,CANDIDATE,3.48754109,134.16018,2454967.16,0.0,,0.32,1.811,,85.1,0.008377,4.34417,0.72,0.0431,88.7,988.0,224.74,14.08,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,4.093366,9.3143,7.3,1,377.0,1.0,11111111111111111000000000000000,0.7346,,,5252.0,4.593,0.07,0.783,0.896,,292.02829,43.946362,14.371,15.011,14.311,14.096,13.993,13.003,12.573,12.48,,19.468584,43.94645,1.2,0.3,-9.3e-05,,-0.14,0.04,0.15,-0.15,0.23,0.27
CANDIDATE,CANDIDATE,8.0772455,132.649,2454965.649,0.0,,0.984,7.272,,79.2,0.011741,0.00322,2.61,0.0847,63.83,1228.0,537.66,2.23,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.257,0.4213,3.7977989,10.1308,12.5,1,167.0,1.0,11111111111111111000000000000000,0.7401,,,5684.0,3.915,0.3,2.032,1.239,,293.43478,41.716881,14.579,15.006,14.553,14.397,14.348,13.514,13.196,13.133,0.012,19.562375,41.71701,2.3,0.5,-0.000151,-6.6e-05,0.76,0.38,0.85,0.75,0.23,0.79
CANDIDATE,CANDIDATE,364.08733,287.6056,2455120.606,0.0,,0.1702,14.09,,372.0,0.017474,1.10844,1.39,0.9149,89.95,211.0,0.47,198.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2484,0.4295,,,8.8,1,,1.0,,,,,5376.0,4.601,-0.42,0.727,0.769,,291.22043,43.574268,14.816,15.416,14.768,14.559,14.457,13.459,13.022,12.92,0.0,19.414661,43.5727,-1.4,-5.7,0.00069,0.00292,-0.21,-1.2,1.2,-0.24,-1.3,1.3
CANDIDATE,CANDIDATE,5.75651958,136.97726,2454969.977,0.0,,0.247,2.309,,65.3,0.007466,3.68193,0.83,0.0647,89.24,1089.0,332.97,18.61,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,4.698596,9.905729,11.2,1,230.0,1.0,11111111111111111000000000000000,0.8246,,,6208.0,4.454,-0.12,1.024,1.086,,283.70471,47.385288,13.666,14.031,13.605,13.51,13.484,12.626,12.339,12.294,0.839,18.913662,47.38534,0.6,0.2,-3.4e-05,3e-06,-0.79,0.29,0.85,-0.81,0.46,0.93
CANDIDATE,CANDIDATE,91.95723,183.0248,2455016.025,0.0,,0.015,10.471,,308.4,0.015948,0.70813,2.66,0.4127,89.99,497.0,14.41,68.15,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,5.120729,10.858511,12.3,1,14.0,1.0,11111111111111111000000000000000,0.9933,,,5854.0,4.114,0.16,1.528,1.107,,289.90417,38.651371,14.876,15.389,14.848,14.656,14.567,13.622,13.335,13.269,0.207,19.326975,38.65139,1.3,0.1,-0.0004,-9e-05,-0.54,-1.59,1.67,-0.46,-1.58,1.64
CANDIDATE,CANDIDATE,7.51731745,137.59704,2454970.597,0.0,,0.256,2.484,,170.7,0.011854,3.88822,1.19,0.074,89.35,861.0,129.74,22.65,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,4.0939584,9.023955,10.7,1,179.0,1.0,11111111111111111000000000000000,0.8284,,,5525.0,4.488,0.16,0.923,0.957,,298.75836,41.631031,15.029,15.629,14.993,14.772,14.643,13.706,13.277,13.215,0.423,19.917245,41.63119,0.9,0.6,-0.00013,-0.00014,0.88,1.0,1.33,0.75,0.69,1.02
CANDIDATE,CANDIDATE,44.6966177,155.6611,2454988.661,0.0,,0.373,10.532,,257.3,0.014812,0.2716,2.46,0.2558,89.3,637.0,38.95,30.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2891,0.3589,4.231552,11.072874,15.3,1,32.0,1.0,11111111111111111000000000000000,0.574,,,5929.0,4.123,0.12,1.518,1.116,,295.59735,43.596401,14.875,15.387,14.837,14.656,14.521,13.612,13.192,13.05,0.053,19.706482,43.59622,-0.29,-0.65,-0.00031,1e-05,1.62,1.17,1.99,0.27,0.68,0.73
CANDIDATE,CANDIDATE,8.5275894,137.2755,2454970.275,0.0,,0.311,2.959,,112.5,0.00985,2.46569,1.28,0.0883,89.16,1049.0,286.1,21.16,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3138,0.2998,3.3963172,9.347392,10.4,1,157.0,1.0,11111111111111111000000000000000,0.9385,,,6469.0,4.385,0.07,1.193,1.26,,291.12744,47.938801,14.765,15.124,14.684,14.612,14.574,13.673,13.413,13.419,0.016,19.40848,47.93801,-0.6,-2.8,6e-05,0.00023,0.1,0.31,0.34,0.2,0.21,0.32
CANDIDATE,CANDIDATE,3.07714195,133.4849,2454966.485,0.0,,0.983,3.571,,34.2,0.007413,0.01102,1.08,0.0435,56.21,1493.0,1175.0,1.767,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,3.5472298,8.634525,9.9,1,211.0,1.0,01010101010101010000000000000000,0.1613,,,6108.0,4.251,0.1,1.336,1.162,,291.88797,43.649811,12.889,13.221,12.838,12.746,12.739,11.917,11.676,11.621,0.517,19.45923,43.64985,1.2,0.2,-4e-05,1e-06,-0.53,-0.07,0.54,-0.5,0.11,0.51
CANDIDATE,CANDIDATE,3.83488354,135.08701,2454968.087,0.0,,0.242,2.026,,243.0,0.014219,3.72674,1.2,0.0456,89.03,1003.0,239.15,14.26,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,3.48671,9.321168,10.9,2,300.0,1.0,00011111111111111000000000000000,0.7903,,,5515.0,4.592,-0.26,0.775,0.868,,295.36145,45.914841,15.972,16.61,15.937,15.699,15.564,14.672,14.16,14.111,0.587,19.690788,45.91478,0.9,-0.2,-0.0002,7e-05,-0.97,-0.07,0.97,-0.62,0.06,0.62
CANDIDATE,CANDIDATE,8.8233996,136.8921,2454969.892,0.0,,0.022,6.735,,104.6,0.009255,0.2515,1.13,0.0793,89.88,929.0,176.13,10.12,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,4.041067,9.938959,13.3,1,117.0,1.0,11110111011101110000000000000000,0.8354,,,5602.0,4.269,-0.14,1.121,0.852,,285.59543,40.679722,14.598,15.179,14.553,14.35,14.27,13.266,12.885,12.77,0.0,19.039733,40.68068,1.5,3.5,-0.00017,-0.00036,-0.94,-0.79,1.23,-1.16,-0.96,1.51
CANDIDATE,CANDIDATE,40.0691482,143.73713,2454976.737,0.0,,1.125,2.928,,784.1,0.159185,0.29941,13.25,0.2125,87.81,458.0,10.42,29.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,3.7871153,9.378828,10.5,1,27.0,1.0,00011111111111111000000000000000,0.1816,,,5485.0,4.575,-0.38,0.762,0.796,,299.01312,41.329311,15.618,16.265,15.586,15.341,15.19,14.205,13.819,13.831,0.516,19.934238,41.32938,1.2,0.2,-0.0007,-0.0004,0.09,0.32,0.33,0.11,0.32,0.33
CANDIDATE,CANDIDATE,11.6933447,142.6574,2454975.657,0.0,,0.353,6.551,,66.9,0.007556,0.29596,1.12,0.1067,88.43,950.0,192.95,12.88,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3671,3.1516411,9.376589,12.7,1,115.0,1.0,11111111111111111000000000000000,0.3395,,,6049.0,4.248,0.18,1.354,1.189,,289.77954,41.214409,13.848,14.352,13.817,13.632,13.557,12.725,12.379,12.307,,19.318623,41.21448,-0.49,0.3,3.2e-05,,0.41,0.39,0.56,0.49,0.28,0.57
CANDIDATE,CANDIDATE,4.02745396,133.12194,2454966.122,0.0,,0.304,1.33,,85.2,0.008577,12.86387,0.98,0.0494,89.22,1250.0,577.46,22.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3058,0.3071,3.2048519,9.801798,10.8,1,332.0,1.0,11111111111111111000000000000000,0.8527,,,6174.0,4.398,-0.28,1.041,0.987,,300.6496,44.05574,13.685,14.104,13.647,13.506,13.452,12.627,12.317,12.251,0.138,20.043286,44.05596,-0.8,0.8,0.00013,-7e-05,-1.04,-0.15,1.05,-1.08,-0.18,1.1
CANDIDATE,CANDIDATE,4.96061094,135.32139,2454968.321,0.0,,0.058,2.864,,20.4,0.004139,1.79961,0.59,0.0584,89.75,1272.0,618.99,13.278,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2904,0.3534,8.368256,11.007343,12.5,2,272.0,1.0,11111111111111111000000000000000,0.8756,,,6117.0,4.244,-0.04,1.298,1.079,,283.35046,45.339111,11.525,11.806,11.467,11.405,11.424,10.547,10.335,10.276,0.039,18.89,45.33933,-1.16,0.81,2.6e-05,-1.9e-05,-0.2,0.38,0.4,-0.2,0.23,0.3
CANDIDATE,CANDIDATE,1.4733245,132.85599,2454965.856,0.0,,0.197,1.406,,124.0,0.010226,4.38825,1.03,0.0239,88.58,1576.0,1453.8,7.956,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2787,0.3728,3.3823733,9.979716,11.9,1,769.0,1.0,00011111111111111000000000000000,0.6849,,,5751.0,4.431,-0.36,0.921,0.834,,297.60236,40.803219,15.078,15.649,15.042,14.833,14.693,13.776,13.388,13.37,0.0,19.840257,40.80331,4.1,0.3,-0.00044,-4e-05,2.09,0.24,2.1,2.11,0.21,2.12
CANDIDATE,CANDIDATE,5.93218209,135.63378,2454968.634,0.0,,0.097,4.507,,205.3,0.013028,0.56321,1.39,0.065,89.46,1000.0,235.68,10.16,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,3.6082761,11.289228,14.9,1,192.0,1.0,00011111111111111000000000000000,0.7563,,,5843.0,4.474,0.08,0.977,1.036,,296.77414,40.793282,15.466,16.05,15.413,15.216,15.119,14.149,13.883,13.797,0.001,19.784929,40.79365,-0.52,1.3,0.00017,0.00031,-0.68,-3.5,3.5,-0.27,-1.4,1.43
CANDIDATE,CANDIDATE,96.384483,144.86825,2454977.868,0.0,,0.095,5.253,,591.0,0.022095,5.91183,2.41,0.4268,89.96,400.0,6.03,142.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2826,0.3729,4.5556273,9.164617,10.4,1,11.0,1.0,11110111011101110000000000000000,0.5289,,,5919.0,4.485,0.21,1.0,1.114,,284.68292,41.592411,15.602,16.119,15.533,15.381,15.304,14.419,14.05,13.874,0.023,18.978829,41.59187,-1.3,-1.9,0.00076,0.00106,0.19,-1.3,1.3,0.29,-1.4,1.4
CANDIDATE,CANDIDATE,6.05552018,131.59851,2454964.599,0.0,,0.19,2.818,,134.6,0.010451,2.23603,0.92,0.063,89.33,844.0,119.89,16.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,2.9427624,7.941939,9.8,1,177.0,1.0,11111011101110111000000000000000,0.158,,,5352.0,4.585,0.07,0.805,0.919,,295.47382,39.124561,14.772,15.408,14.68,14.5,14.352,13.459,13.032,12.946,0.005,19.698274,39.12509,0.8,1.9,-6e-05,-0.00035,-0.04,0.4,0.4,0.21,0.4,0.5
CANDIDATE,CANDIDATE,54.333582,144.7536,2454977.754,0.0,,0.823,10.545,,152.0,0.012734,0.08028,1.7,0.2731,87.97,513.0,16.37,23.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2329,0.4554,4.063198,9.464146,10.5,1,20.0,1.0,11111110111011101000000000000000,0.5969,,,5500.0,4.228,0.14,1.221,0.92,,285.15942,47.88274,14.487,15.026,14.449,14.256,14.19,13.218,12.829,12.775,0.092,19.010636,47.88314,0.3,1.4,-7e-05,-0.00023,-0.34,0.95,1.01,-0.41,0.91,1.0
CANDIDATE,CANDIDATE,4.11754421,132.79189,2454965.792,0.0,,0.312,4.362,,34.3,0.005429,0.37015,1.02,0.0527,87.42,1581.0,1477.06,6.92,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3023,0.3153,3.84024,13.636274,22.1,1,323.0,1.0,11111111111111111000000000000000,0.887,,,6263.0,4.024,-0.18,1.726,1.147,,287.6376,46.204411,10.335,10.602,10.296,10.221,10.248,9.445,9.239,9.191,0.004,19.175845,46.20394,0.21,-1.68,0.0,3.7e-05,1.96,-0.71,2.08,1.18,0.19,1.2
CANDIDATE,CANDIDATE,122.749053,170.9953,2455003.995,0.0,,0.997,8.342,,1041.2,0.057538,0.07764,6.13,0.4945,88.55,348.0,3.48,39.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2111,0.4955,7.736311,14.3759165,15.0,1,9.0,1.0,00011111111111111000000000000000,0.247,,,5619.0,4.488,0.44,0.976,1.069,,292.98517,46.506569,15.511,16.154,15.429,15.235,15.152,14.29,13.856,13.749,0.002,19.532325,46.50684,-0.71,0.98,0.00059,-0.0013,0.38,0.63,0.74,-0.56,-0.5,0.75
CANDIDATE,CANDIDATE,4.37992345,133.99121,2454966.991,0.0,,0.728,4.949,,15.5,0.003875,0.10565,0.81,0.0575,81.19,1608.0,1579.65,4.75,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.303,0.3166,4.123963,9.194077,13.9,1,310.0,1.0,11111111111111111000000000000000,0.6732,,,6311.0,3.993,-0.12,1.918,1.324,,288.59967,46.031712,10.438,10.698,10.387,10.327,10.337,9.52,9.254,9.227,0.598,19.240003,46.03166,0.92,-0.16,-9e-06,-1e-06,0.6,0.5,0.8,1.0,0.5,1.1
CANDIDATE,CANDIDATE,3.70858595,134.47308,2454967.473,0.0,,0.115,1.94,,305.4,0.015797,4.41258,1.33,0.0445,89.55,995.0,231.84,14.75,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2434,0.4341,3.0054,9.874765,11.3,1,358.0,1.0,11111111111111111000000000000000,0.0144,,,5420.0,4.596,-0.2,0.771,0.864,,291.64294,37.632408,15.947,16.591,15.899,15.671,15.543,14.601,14.104,14.086,0.472,19.442848,37.63239,-0.6,-0.1,0.00021,-0.0002,0.0,-1.3,1.3,-0.1,-1.3,1.3
CANDIDATE,CANDIDATE,9.4527721,135.7805,2454968.78,0.0,,0.746,3.817,,197.3,0.013921,0.46734,1.3,0.0859,86.72,832.0,113.38,13.02,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,4.04155,9.767796,11.3,1,140.0,1.0,11111111111111111000000000000000,0.16,,,5973.0,4.547,-0.34,0.857,0.945,,290.7377,45.725368,15.58,16.055,15.533,15.376,15.28,14.415,14.038,13.965,0.482,19.382543,45.72517,1.1,-0.7,-0.00018,0.00011,-0.11,-0.52,0.53,-0.11,-0.67,0.68
CANDIDATE,CANDIDATE,4.3638313,135.33772,2454968.338,0.0,,0.39,1.457,,194.1,0.012932,9.73279,1.08,0.0493,88.96,976.0,214.31,21.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,3.177434,9.151483,10.3,1,152.0,1.0,11111111111111111000000000000000,0.9181,,,5623.0,4.596,-0.4,0.763,0.853,,287.50766,44.31424,15.642,16.184,15.599,15.41,15.311,14.329,13.9,13.765,0.001,19.16708,44.31396,-3.8,-1.0,0.00103,0.00028,-0.15,0.78,0.8,-0.23,0.6,0.7
CANDIDATE,CANDIDATE,6.83006228,135.76099,2454968.761,0.0,,0.006,3.315,,187.4,0.01252,1.64396,1.09,0.0675,89.98,882.0,142.95,15.95,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3556,3.155659,11.177868,12.1,1,196.0,1.0,11111111111111111000000000000000,0.6099,,,5807.0,4.576,-0.4,0.8,0.886,,289.26697,51.751221,15.17,15.643,15.118,14.968,14.892,14.014,13.639,13.571,0.406,19.284413,51.75135,-1.7,0.5,0.0002,0.00011,0.16,0.08,0.18,0.16,0.17,0.23
CANDIDATE,CANDIDATE,17.1622587,148.6441,2454981.644,0.0,,1.201,4.668,,312.2,0.218648,0.01361,22.42,0.1319,78.38,674.0,48.86,5.96,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,3.9159184,10.310347,11.7,1,63.0,1.0,11111011101110111000000000000000,0.7935,,,5729.0,4.509,0.16,0.939,1.037,,294.22134,39.989521,14.841,15.299,14.794,14.645,14.581,13.654,13.348,13.24,0.1,19.614783,39.98944,1.13,-0.29,-0.0004,9e-05,-0.2,0.62,0.65,-0.26,0.52,0.58
